area_sqft,bedrooms,bathrooms,floors,age_years,location_score,price
3886,2,2,3,9,1.36,21785358
4731,2,1,1,48,8.53,25965084
3247,5,2,2,2,9.73,22310172
4259,5,2,2,38,1.75,22738135
3113,1,4,3,26,3.22,16903275
2883,5,2,3,34,7.08,18901376
461,1,3,1,48,8.25,4271803
893,5,3,1,39,4.11,7365241
3559,5,4,1,30,5.64,21733975
4455,5,2,3,20,9.03,28025008
3262,1,3,3,21,4.46,18321233
4188,3,3,2,18,1.73,23065185
3690,1,1,1,13,9.95,22670617
4801,3,4,1,36,2.62,24726935
963,2,3,2,44,1.44,5909029
1432,2,3,2,49,4.7,8542373
841,1,4,2,22,2.09,5615719
3274,3,2,2,25,9.81,21830989
1167,3,4,1,42,4.43,8340520
2366,3,1,3,43,8.43,16753812
731,2,1,1,39,2.59,3715190
4578,1,1,2,11,2.25,24255226
1506,4,3,3,0,6.84,13985928
2828,3,2,1,49,9.18,16883916
1469,3,1,2,33,2.03,8041569
1130,4,4,3,43,6.3,8929396
1951,1,1,3,18,1.76,11833217
1436,3,3,3,22,8.31,11588818
3110,1,1,1,6,9.18,21210819
775,3,2,2,6,6.66,8332368
3110,5,1,1,0,7.2,21450696
1626,3,2,1,17,1.5,9659519
1319,5,2,1,7,1.66,8971481
2136,1,4,3,24,2.62,12864747
4556,3,2,2,41,3.46,23487343
2748,2,3,1,28,7.84,16505077
4593,2,3,2,22,4.92,26186395
1583,4,2,3,28,1.7,9458713
959,2,2,1,0,8.67,9223994
2310,5,1,2,14,9.94,17026000
698,2,1,3,14,5.1,6860862
2033,2,4,1,27,5.61,12638687
2425,2,1,1,35,1.71,11114195
2471,3,3,2,41,4.45,14304777
374,4,1,2,39,4.35,4039297
4997,1,4,1,31,9.69,29466751
3771,4,4,1,45,6.94,22542188
1136,5,2,3,12,8.04,11066609
799,3,4,3,20,2.15,7455169
437,3,2,1,48,4.75,3573446
2397,2,3,2,38,2.72,13059725
3996,2,3,2,37,8.74,23481219
2185,5,1,1,8,2.37,13894277
3057,3,4,3,19,4.95,19219307
4220,1,3,1,19,1.48,22989931
2200,4,2,2,7,6.71,15463448
2910,3,4,1,13,5.34,17984726
4286,1,4,1,19,5.48,24492520
1749,1,2,3,34,1.91,9240012
846,4,4,2,44,5.63,6521664
4976,1,4,2,20,6.07,28810053
2303,5,3,1,40,9.67,16719248
2396,1,2,2,40,1.3,11265545
1003,5,3,2,21,9.3,10516838
2703,1,2,2,42,5.32,15331509
1925,2,1,2,5,2.89,13091968
3631,1,4,3,43,6.99,20819935
3278,5,4,3,26,5.65,21031561
3139,1,3,3,3,3.04,18426516
3684,1,4,3,3,6.64,23202936
2959,1,4,3,27,5.26,18049768
2161,5,3,2,26,7.2,15459438
3156,1,3,1,16,7.2,19423320
985,4,2,1,38,5.26,7862817
4583,4,1,3,37,4.52,25906638
1919,5,3,2,28,1.57,11798355
4943,2,2,3,39,5.44,27407363
1731,4,3,1,6,3.19,11800423
1175,3,2,2,7,1.48,8017872
2761,4,1,2,40,3.97,16377127
1665,3,2,2,32,1.79,8089980
1543,5,2,1,31,6.22,11083823
462,2,4,1,34,5.53,4980323
2274,3,3,3,17,8.13,15640364
3591,3,2,3,42,3.41,20007154
569,4,3,1,15,4.34,6256971
931,3,2,3,17,7.2,9291648
1205,5,4,1,37,9.94,11855743
3771,5,4,2,24,9.14,25026417
3553,5,1,3,33,5.69,20867259
2314,4,2,1,3,7.1,15941320
1941,2,4,1,4,5.79,13669058
504,4,3,1,13,4.91,6362348
881,5,2,3,0,6.42,8933822
1140,4,2,3,21,4.48,9785827
2019,5,1,2,45,3.52,11813670
2943,1,3,3,20,7.35,18388117
2597,1,1,3,12,8.85,16408783
1174,3,2,3,47,3.59,7212554
989,2,1,2,35,7.36,7786905
4300,1,2,2,28,4.91,23144552
3441,5,2,2,37,3.72,19691819
1722,4,1,3,8,6.59,13131353
971,4,1,1,32,9.45,8282390
1471,3,2,3,21,4.17,10564739
4026,4,1,2,16,7.84,25901370
1243,1,1,3,22,3.83,8992139
1749,4,2,3,35,8.23,13082833
4037,1,3,1,5,7.84,24759600
2839,1,1,1,47,7.89,15397326
4259,2,1,3,38,9.98,25262800
4560,3,4,2,28,2.26,24657212
2661,5,3,3,26,4.5,15585348
3952,1,1,3,4,6.68,23493688
3970,3,2,3,8,6.31,23936712
2053,5,4,2,23,8.03,14654424
2652,4,4,2,18,1.42,15677259
2238,3,4,2,32,7.35,14291077
670,3,1,2,29,7.64,7058413
4779,3,2,2,39,1.55,24944125
2231,4,4,3,3,5.85,15263768
724,4,3,2,31,3.2,5744033
1194,3,4,3,48,8.21,9269769
897,2,4,3,0,1.45,7296989
3362,1,3,3,33,2.32,16710804
2636,4,4,1,20,1.94,15798913
4988,2,4,2,30,1.59,27035407
1987,4,3,2,13,6.4,15203201
872,3,1,3,25,8.82,9142823
2390,2,3,1,21,5.6,13983195
3969,5,1,2,33,2.9,21540397
4572,1,1,3,32,4.09,24597788
4924,1,1,1,12,4.24,27096392
1933,4,3,3,31,5.06,13469636
1817,1,3,1,7,4.78,12065760
4593,5,1,3,21,7.04,26770978
2957,2,3,2,40,4.06,16674163
3948,2,1,3,19,6.97,23089767
3888,3,3,3,20,5.92,23955364
1837,2,2,1,33,1.44,10097087
3437,4,3,1,48,9.28,20762351
397,5,3,2,29,2.6,4559183
3515,3,3,3,5,5.06,22357115
4830,4,1,1,34,9.53,28577126
4050,4,1,2,26,3.23,22511059
3457,4,2,2,19,1.2,19340988
4983,1,2,1,48,5.41,25876519
643,4,4,1,37,3.02,5429184
4966,1,2,3,39,6.24,27037320
910,2,1,2,13,8.35,8321518
2027,1,2,1,9,5.6,13488909
2590,4,2,2,41,6.81,16299578
2154,5,3,3,14,7.0,16423513
2908,5,2,1,39,8.38,17699711
2379,2,4,2,42,7.19,15004770
2624,4,3,1,47,9.79,16942064
4927,1,1,3,2,5.11,28314947
1477,5,4,3,14,1.45,9898761
1391,3,1,3,44,4.55,9273016
3091,4,4,3,30,8.56,19792127
2049,4,3,1,10,2.2,12822442
2975,3,4,1,45,7.62,19379086
1081,5,4,2,38,5.82,8979560
3348,3,2,2,18,9.11,22129392
2405,2,1,1,14,7.58,15930900
4167,1,3,1,37,6.94,23945210
4842,1,4,2,19,8.98,29154185
2413,5,1,1,21,9.17,16633781
4270,3,1,3,6,4.46,23995349
2291,4,2,3,13,9.35,16456832
1367,4,1,3,3,1.49,9378428
1877,4,3,2,8,7.86,15011377
1311,2,2,1,38,4.03,8417733
2574,2,4,2,24,5.39,16002595
2114,4,3,2,46,8.52,14360979
2726,5,3,1,34,6.73,16214479
4702,2,3,2,36,5.12,25616018
2851,2,2,3,48,2.48,14749973
3957,1,1,1,26,9.45,23639427
307,1,3,3,27,3.99,3467978
2855,5,1,3,23,1.91,16288584
775,2,1,1,32,6.08,7101149
2511,2,3,3,32,4.66,14279823
784,3,1,3,15,6.31,8427253
4954,5,2,3,22,3.1,28071777
2585,5,2,1,45,4.41,14925950
4863,3,4,1,10,9.75,31166219
3825,3,1,1,45,9.43,22364764
3639,1,1,2,39,8.78,20628546
3122,5,4,3,18,8.01,21271016
3224,5,2,2,33,2.41,18571874
558,3,4,2,22,5.2,6546318
582,4,4,3,9,7.55,8159893
2198,4,4,1,36,3.36,13516564
4435,1,1,2,46,1.3,20835983
3276,4,1,1,0,4.76,21014619
2567,4,1,1,1,4.83,17167055
3500,4,1,3,21,1.59,18351437
912,2,3,2,16,3.89,6950157
987,1,4,2,46,9.26,8862141
3990,3,4,1,23,3.25,22334892
912,4,1,3,49,6.12,6890277
2607,2,2,2,20,5.39,16694010
3313,4,3,1,39,8.76,20272451
2081,2,3,1,28,6.88,12534637
2891,1,2,1,13,2.43,16818111
2996,4,1,3,7,2.29,17677425
4258,2,3,3,29,6.02,24384749
874,5,3,1,21,1.42,6540727
2210,5,4,1,22,4.54,14473470
3904,2,4,3,39,4.59,21324431
969,4,1,1,12,2.77,7313003
4664,4,1,1,27,3.71,25025950
1583,1,4,3,29,3.97,10788505
1223,1,4,1,4,1.11,8716881
1425,3,4,1,9,8.25,12601604
1829,1,2,1,38,9.62,12703564
1894,4,3,3,8,3.6,12410269
546,3,1,3,13,2.01,5499522
4011,1,1,3,37,9.58,23262426
1860,2,2,2,9,7.66,14389121
2700,5,4,2,32,9.02,19456706
2543,1,3,2,10,4.25,15494159
4164,1,4,2,39,5.36,21792720
2239,2,1,3,5,9.37,16558680
3369,4,2,1,16,5.14,19772434
526,2,3,3,35,7.05,5550235
3847,1,3,2,5,7.34,23515525
564,4,3,3,46,8.53,7155779
1695,3,3,1,9,9.78,14311919
3857,1,2,2,48,4.01,20758520
945,2,1,1,41,3.23,5019843
3290,3,3,1,4,1.7,19643486
2199,5,3,1,18,8.71,16716455
2804,3,1,2,6,3.63,17408733
3072,2,4,3,23,1.45,17695790
1454,3,3,2,41,8.79,11450557
887,2,3,2,18,5.59,6962529
4871,1,4,3,10,8.54,29032219
2121,4,1,3,2,5.99,15738335
1285,5,1,3,29,3.82,9394866
4379,4,3,3,42,2.17,23932679
3648,4,1,1,37,4.93,20514069
4131,4,4,2,5,1.24,23435504
1541,2,2,2,46,6.42,9362707
489,2,4,2,34,4.85,4061795
1280,5,4,3,21,2.27,9771698
1998,2,2,2,10,5.77,12874699
2015,2,4,1,7,8.21,15059295
2893,2,3,2,26,9.77,19015533
4436,2,3,2,28,5.75,25637214
4733,1,1,1,7,2.17,26479764
1398,5,1,1,22,8.3,11366202
2626,2,4,2,28,7.26,17096487
3547,5,3,3,15,9.59,23870091
1195,3,3,3,34,5.82,8605197
1974,1,2,2,7,4.21,13294834
3209,2,1,2,7,9.67,21362945
1230,1,3,2,44,5.85,8284664
4684,1,4,2,32,1.14,24624766
1023,3,3,3,41,5.26,8071380
3240,5,1,2,4,1.02,18825655
1389,1,4,1,36,7.64,10476243
4878,4,1,3,16,6.09,28294774
1235,3,3,3,21,1.99,7768886
2595,4,3,1,13,8.32,18352207
455,3,3,2,37,5.83,5734694
1370,4,1,2,31,2.03,7977752
2258,4,4,2,13,2.44,13625437
2801,1,3,2,43,8.4,16978201
4519,1,3,2,19,4.2,24501576
4130,3,3,1,21,8.39,24822061
1154,5,2,2,29,1.63,7719247
939,1,2,1,32,3.19,4239930
2538,1,4,1,4,7.88,17163473
1902,2,1,1,17,6.78,12630129
741,1,3,2,45,3.76,5583653
4928,5,3,2,6,9.42,30929823
1636,2,1,3,28,2.9,10756033
4000,4,1,3,46,8.65,24127765
1248,4,4,1,8,7.26,11618117
3673,2,1,3,46,2.09,18829888
759,2,3,1,47,6.0,5857549
4946,2,4,3,40,9.37,28895696
692,3,2,2,6,6.57,7147668
4238,5,4,2,6,5.76,26467889
2087,5,4,1,48,4.3,12752704
2557,4,4,1,42,8.1,16680009
1438,4,1,2,5,9.22,13698938
4108,4,3,2,45,7.78,23898273
2754,1,1,2,46,7.53,15249448
1766,4,3,3,39,2.73,10441658
3974,2,1,3,26,8.51,24141676
1677,4,4,3,3,1.37,11875211
2897,2,3,3,0,7.82,19786024
441,3,1,1,5,2.9,4178260
2959,1,4,1,30,5.39,17799943
4896,1,2,3,0,7.26,28728162
1139,5,1,1,4,7.83,11157253
3918,3,1,3,18,8.99,24285811
4217,2,2,3,4,3.54,23456827
895,3,1,2,4,3.02,7568194
2204,1,2,3,48,9.97,13658892
580,2,3,1,30,2.87,4566227
723,3,2,3,43,6.99,6249042
4665,1,4,2,6,9.57,28657020
4549,2,2,1,14,9.07,27677779
2050,2,3,2,12,4.99,13015070
2267,1,2,3,11,6.74,16680282
4388,2,2,3,18,5.76,24871211
4478,1,3,3,12,4.12,25637057
3246,4,1,3,26,2.3,18650891
1749,4,1,1,37,8.23,13000716
2631,2,4,3,32,1.81,14294735
2520,2,4,2,5,6.49,16771936
4089,1,2,1,12,6.35,24283506
3110,2,1,1,12,4.01,18276252
1831,5,1,1,12,2.22,12076374
3290,4,2,2,19,8.2,21878781
4793,2,3,2,35,5.16,26326752
1443,2,1,2,36,7.53,10117430
1233,3,4,2,44,1.15,7589639
1760,2,2,3,8,1.67,11106104
3023,5,3,3,16,2.58,17889885
2812,4,4,2,34,2.02,15518759
585,3,1,2,17,2.73,4933262
564,1,3,3,24,7.18,6520164
2667,1,4,3,14,1.42,15732167
3747,4,2,2,22,1.34,21769791
2062,1,3,1,0,1.28,12248792
3348,5,3,1,40,7.28,19701406
2681,2,2,2,37,5.83,14889570
2569,4,1,1,17,4.33,15669844
340,3,1,3,0,7.08,6577078
367,2,3,1,38,5.98,4484278
1287,1,3,2,9,1.07,9336672
4308,1,3,1,30,8.55,25318985
3498,3,4,1,37,4.15,19693106
2824,5,3,1,6,4.6,18910756
1385,3,1,3,37,8.04,9549288
2779,4,2,3,7,2.68,17291835
1993,3,2,3,33,1.09,10187381
2615,1,2,2,8,9.18,18550859
1078,5,3,1,24,5.55,8484808
4889,5,3,3,26,4.15,28352384
1885,3,2,3,40,8.37,13429146
1792,4,4,1,6,1.24,12542882
960,1,4,2,31,2.82,5817550
1648,2,4,1,8,2.4,10820870
1599,5,4,2,16,7.64,13842431
4240,3,1,1,34,3.81,22947670
2286,4,2,3,47,7.96,15059451
2344,4,1,3,15,1.37,14236874
3816,1,3,3,1,6.47,23301863
1358,5,4,2,42,3.86,8852557
1276,1,4,1,30,2.68,7306652
4877,2,2,2,15,8.35,28730355
1027,2,4,3,46,4.71,6696200
2827,2,2,2,32,6.14,16648174
3436,4,3,2,20,1.3,19288185
642,5,4,2,16,8.12,9517297
1747,1,4,1,34,3.58,9668099
2679,1,1,2,6,7.24,16911675
3959,2,2,2,28,7.84,23309788
826,5,2,2,10,2.05,6634879
2196,5,4,3,29,3.66,12722586
2373,3,1,3,17,7.51,15761158
705,5,4,1,45,3.09,5330099
1873,5,2,3,15,8.63,15008011
4900,1,2,1,5,3.81,26639706
4040,5,4,3,1,4.62,26084458
4574,5,3,1,42,1.9,24668351
4527,1,4,1,42,2.33,22663003
2146,5,1,1,9,3.48,13716317
1778,1,2,3,3,1.44,10622557
2695,3,2,2,48,2.74,13734745
1071,4,4,3,9,4.68,10300807
878,1,3,2,8,4.42,6924673
3201,1,2,3,44,2.79,16623446
493,5,4,2,42,1.72,3893605
2307,1,3,3,41,3.86,12779302
1485,2,4,1,23,7.71,11923577
2694,2,4,1,4,5.59,17714791
3298,3,4,1,34,9.52,21129764
2092,1,2,2,3,2.26,12872013
1410,5,3,2,34,2.87,9639730
4305,5,1,1,41,3.52,22708900
2561,4,1,2,12,1.12,14512785
4036,3,2,1,36,9.49,24311240
4093,5,2,3,31,5.01,23407549
2236,4,4,2,44,5.33,13736061
4657,5,4,2,0,2.42,27490119
1029,4,3,3,10,8.85,11487006
4678,2,4,2,25,7.23,27659185
3751,2,3,2,2,4.88,23406371
4757,5,4,2,48,8.9,28118306
4836,3,4,3,12,9.15,29949035
2440,1,1,1,31,1.45,12049175
1944,3,2,1,47,2.07,10425310
3100,3,3,3,49,1.25,16627364
441,1,1,3,22,6.24,4769800
1755,2,4,3,22,2.96,11431967
2396,2,1,1,29,8.6,15979446
1625,1,3,3,5,5.19,11383777
1513,4,2,1,6,8.54,13205487
1459,3,1,3,46,6.0,9747938
4950,5,3,2,29,8.17,28354298
4799,2,4,1,36,4.35,25717194
4997,5,1,1,47,9.51,28231264
640,1,2,3,31,7.0,5844081
4128,5,3,2,5,6.36,25625652
2268,5,2,1,34,4.17,13839320
1003,3,4,3,31,9.43,10340319
4713,1,2,2,11,4.04,26740841
2729,5,4,1,3,8.52,19940426
2100,2,4,3,31,4.64,13804960
4948,1,1,2,34,7.9,27915160
1155,2,4,1,47,9.21,9116272
2112,4,2,1,15,5.19,14868990
3166,5,1,2,14,5.74,19959480
3942,1,4,3,40,3.97,21471835
482,2,3,3,1,1.49,4622002
3412,5,3,2,5,6.87,22637985
4792,3,4,1,13,2.08,26702940
1817,2,1,2,40,4.19,10794087
1656,2,1,2,28,4.15,10027398
2474,4,1,2,41,2.36,13100089
3929,3,2,1,25,7.0,23349625
3928,4,3,2,17,2.57,22787731
4396,3,4,2,46,8.01,25215311
3539,2,4,1,3,3.24,20470816
3991,4,3,1,36,3.59,21834881
318,5,2,2,37,4.09,4869780
3703,3,1,3,24,2.37,19826134
4979,2,3,2,46,4.91,26058665
4851,1,4,1,28,1.72,26227202
3304,3,2,1,33,4.84,18677667
1432,3,4,1,15,4.06,9772531
3639,5,1,3,36,4.04,19954137
3611,3,3,1,29,6.95,21821952
3672,3,1,3,22,7.92,22645617
1287,5,2,1,35,4.2,9206010
3621,5,3,1,27,3.36,20418300
4915,4,1,2,0,5.45,28361226
473,2,1,3,7,8.09,7270458
4041,2,1,2,41,6.8,21952094
3352,4,2,3,14,1.34,19063528
1026,2,1,1,33,5.32,6615378
4060,3,4,1,18,9.92,26542071
2175,4,3,3,43,4.18,13608182
4333,4,3,2,29,4.97,26120446
1289,2,1,3,9,3.59,9500353
4044,1,2,3,43,5.48,22068605
2986,2,4,3,26,2.45,17299877
719,1,4,1,19,3.22,4896400
893,4,3,3,24,7.41,8087585
2074,1,3,1,8,2.24,12771719
2759,3,4,2,39,9.34,17790540
1235,5,3,1,33,3.77,8782738
4108,1,1,2,20,6.18,22497574
631,5,4,2,23,3.9,6405677
3749,3,3,2,6,5.3,22684323
3002,5,1,1,3,9.13,21324432
4306,3,1,3,7,1.62,23944519
4168,5,4,1,12,8.71,25983971
4500,5,1,2,20,6.02,26147678
501,2,4,3,34,6.99,6505630
2797,1,1,1,4,1.5,15309283
2142,5,4,2,7,7.85,17050251
2166,4,4,2,1,2.15,14166561
2296,2,4,3,23,9.68,16719437
1209,1,4,1,41,8.19,9050374
4605,2,1,3,15,5.44,26146869
4958,1,4,3,3,9.32,29762052
3489,3,3,3,29,2.52,18646270
1070,5,1,3,45,9.92,9839660
3455,4,4,1,29,7.45,21473529
2801,2,1,3,34,1.89,14544545
3014,2,1,2,41,5.83,16514681
3885,2,1,2,12,7.4,24054260
1928,2,1,2,36,6.52,12543222
686,5,4,3,48,4.82,6581070
3721,1,1,2,48,3.23,19603106
4308,5,3,1,10,3.14,24496667
4393,3,1,3,18,9.34,26988818
4663,5,1,3,17,3.11,25664171
2766,5,3,3,16,9.66,19742764
2582,3,4,1,10,2.89,15760966
2156,5,3,3,14,4.46,14574181
2298,1,2,3,7,1.11,13214041
1536,4,3,2,43,9.13,12857453
4969,3,4,2,28,1.94,26851774
4444,2,3,3,16,4.22,25748018
1450,1,1,1,25,8.58,10633629
4618,4,4,2,4,8.13,28104623
1731,1,2,3,3,8.57,13267648
2119,1,4,2,23,9.23,14769469
2624,2,1,2,10,9.2,17878765
1430,4,2,1,29,7.93,11424246
2958,1,4,3,39,6.24,17816742
3800,2,4,2,47,6.05,21444413
674,3,1,3,47,1.12,4048243
2420,2,3,1,34,7.5,14923768
4320,5,3,1,43,3.04,23696732
2321,2,2,2,44,8.46,14839247
4005,2,1,1,32,5.98,22717477
3559,2,1,2,35,9.89,21234487
3735,1,3,3,20,2.89,21601641
2189,4,3,2,37,7.51,14305123
2123,2,2,2,4,5.93,14355209
1774,2,3,1,4,9.39,14649006
2542,5,2,3,20,3.39,15131073
3543,5,4,3,24,1.53,19910092
3434,3,2,2,9,5.89,21219252
2370,3,2,3,18,5.69,14564342
659,5,2,3,31,3.81,5720483
2341,4,4,2,17,9.88,17651020
1441,3,3,2,33,1.63,8095687
1935,4,2,3,47,6.13,13217984
4300,5,3,2,14,3.34,25398579
2243,3,2,1,23,1.02,12648565
3661,2,3,3,4,9.89,24281168
3280,5,2,2,31,5.33,20065389
306,3,3,3,8,8.71,7092908
3567,4,1,3,4,8.56,22913392
1891,4,4,1,4,8.31,15399899
3564,3,2,1,40,5.13,19464176
2906,4,4,3,40,9.06,19318174
3519,3,2,1,33,4.31,19766695
3573,3,1,2,6,4.68,21021339
1213,4,1,3,25,3.3,9514232
2311,1,4,1,0,5.03,15954293
1742,2,2,3,33,9.88,12934532
3354,5,3,3,25,6.16,21287713
3846,2,2,2,31,8.48,23039044
4521,5,3,2,11,3.37,26032523
3228,5,4,2,5,9.6,23115589
2129,2,4,1,19,1.12,12094673
875,3,1,1,18,9.37,8271202
1229,4,3,1,15,9.08,11221296
4059,1,2,2,3,1.61,22036308
3999,1,1,3,31,6.44,21503629
1763,1,4,2,17,8.07,13760498
3575,2,1,1,4,4.63,20714106
1354,2,2,1,49,1.83,6513259
2200,3,2,1,5,8.46,17209442
1757,1,4,2,13,5.2,11627664
1699,3,1,1,48,3.37,9145779
3715,1,3,2,17,1.64,19286313
742,2,3,3,9,6.76,7793942
3950,4,3,2,22,1.38,21541354
4952,4,2,1,17,8.12,29968009
1478,4,1,3,3,7.94,12349017
4758,4,3,1,31,3.91,26679212
1557,5,1,3,46,5.25,11585029
3934,1,4,1,5,7.02,24853130
2141,4,3,2,25,9.63,14480903
2609,5,1,1,5,5.68,17664076
1210,5,2,2,34,9.97,11823691
4640,5,4,2,40,3.93,25457931
4937,3,4,3,42,5.74,27488403
4309,3,4,2,4,2.04,24504511
2469,5,4,2,13,6.01,17676340
2472,4,2,2,1,5.83,16803705
423,1,2,3,39,8.64,6226545
3458,2,3,1,12,9.97,23142614
1085,3,2,1,4,9.88,10342838
2716,4,2,2,46,3.13,14154058
1096,4,4,2,35,4.05,8254977
4472,2,2,1,35,3.47,23540763
4454,2,4,2,49,2.8,23102285
2236,4,1,1,18,2.35,12985276
2456,2,1,3,19,5.61,14792566
4107,4,1,2,21,8.85,25238522
1601,2,1,2,30,6.31,10864681
4463,2,1,1,40,8.85,25825443
3440,4,1,1,46,9.64,21407974
3536,5,1,3,43,4.45,19980671
2652,4,4,2,3,8.52,19496581
2232,1,4,1,2,1.47,12558983
3021,2,4,3,36,5.33,18145782
664,3,4,1,24,4.31,6863386
2690,2,2,1,48,2.84,14163565
1246,1,2,3,36,4.95,8036002
1677,3,3,3,3,4.99,12201958
1739,3,2,3,38,8.28,11879142
3480,4,4,3,6,8.82,23481418
640,5,4,3,6,6.91,9143375
3289,4,1,3,48,6.7,18040146
682,3,1,2,24,1.99,4244467
1856,3,3,3,14,6.18,13971639
599,5,2,2,6,3.47,7646827
438,2,4,1,46,3.65,3312537
658,5,2,1,3,1.85,6757741
1822,4,3,3,33,6.72,12840186
3756,2,1,1,44,6.25,20591710
1927,4,4,3,43,2.98,11079093
1603,5,1,3,41,3.37,10241217
1434,2,4,2,18,7.96,11282844
2486,5,1,1,46,8.14,15857900
3470,1,1,3,48,5.44,18952339
4135,3,3,1,37,2.34,22224980
2451,2,2,2,26,1.5,12951710
1537,3,1,1,4,3.44,10746048
4035,1,4,2,12,7.58,24219450
3134,2,2,2,45,6.41,18153787
4560,3,2,2,13,7.46,27652019
1298,3,1,3,29,5.25,9580171
2867,2,1,3,46,7.79,17649928
1607,3,1,1,47,5.33,9835277
956,3,2,3,9,1.76,8061491
2960,2,3,3,31,1.72,16463126
2511,3,1,1,0,8.48,17361776
2209,3,2,2,23,6.67,14799233
4030,4,2,2,28,3.51,23106752
2346,4,4,1,42,7.81,15994205
3462,1,1,3,6,2.22,19156490
1440,4,3,1,30,6.81,10676465
566,4,4,1,16,9.91,8980534
2145,1,1,3,29,2.35,11307703
2008,3,4,1,24,2.28,12033618
3930,3,1,3,27,5.21,22522266
3511,4,4,3,35,6.78,21426594
2593,1,3,1,6,1.24,15156085
4032,3,4,2,34,5.5,23568757
4129,5,4,3,19,1.75,23758460
1810,2,4,2,13,3.17,11340951
775,2,1,3,49,7.41,6871191
1276,2,1,2,49,7.65,8242430
1507,4,3,1,29,7.57,11318666
2260,2,4,3,0,1.59,13901801
857,2,2,1,37,8.08,6595359
1182,5,4,1,40,4.89,9332932
2494,3,2,1,24,5.28,16259105
2967,5,2,3,33,4.78,17332259
4977,4,4,1,7,8.71,29769954
1910,2,2,1,19,7.12,13181650
3788,3,2,3,29,5.5,22123017
2754,2,4,1,3,8.51,18014917
4794,2,1,3,20,8.25,27507377
2246,4,4,1,26,1.05,13667007
3108,2,3,2,9,5.31,19524131
4125,1,2,1,22,1.38,22090013
3836,3,3,2,32,3.76,20866840
4102,3,2,3,10,8.23,25554701
4477,1,1,2,40,9.5,25457040
4999,4,2,3,18,3.18,28458314
2270,2,4,1,10,1.19,13061213
4122,2,2,2,3,4.62,23856056
3119,3,3,1,22,4.02,18509779
1202,4,4,2,4,7.09,11840167
664,4,3,3,48,5.46,5628142
4558,4,1,3,49,4.59,24644710
3419,2,3,3,4,3.07,20745600
2858,4,3,3,17,8.46,19733269
2163,1,3,1,16,3.24,12640926
415,5,4,1,2,1.49,5674250
2684,4,1,1,42,6.08,16128577
4235,5,1,1,48,3.86,22710759
2790,2,1,1,7,7.41,18283096
1242,4,3,3,39,1.73,8181559
2024,3,4,1,22,9.7,15460902
2634,2,4,1,22,2.68,15625710
3067,1,4,1,1,4.21,18639118
1437,1,3,3,38,5.33,9028604
2827,5,1,3,20,9.01,20100407
4417,5,3,3,23,7.5,25867091
3720,3,4,3,37,2.3,20532066
4206,3,3,1,19,4.95,24059584
3937,1,2,1,49,5.89,21283888
3253,4,1,2,38,7.32,18902712
2667,1,1,1,49,6.15,14678348
4521,1,4,3,26,5.12,25699592
576,3,3,3,43,7.89,6537126
2299,5,4,1,38,4.4,13870305
1527,3,3,2,6,9.88,13287336
4052,3,2,3,32,9.53,25073622
4035,3,1,2,28,7.37,23570506
995,1,1,3,9,8.94,8553593
1609,4,3,3,9,4.54,11924013
4452,1,1,1,11,6.23,25944856
3534,2,3,3,2,3.45,21027772
4414,3,4,2,2,8.97,27398619
2611,3,2,2,12,5.24,16472972
3141,2,3,1,44,5.83,17678350
4508,3,2,3,30,8.78,26427585
3859,3,4,2,26,8.18,24440956
3698,3,4,1,5,3.9,22000488
841,2,4,2,26,1.79,5709435
2994,1,3,1,34,2.46,15727702
4974,3,2,2,46,4.05,25387795
1388,4,2,3,8,3.75,10778641
3663,2,1,2,5,1.34,19905573
324,5,3,2,5,4.89,5006031
1872,2,1,1,39,1.95,8890428
3258,1,1,1,25,2.99,17360124
4536,2,3,1,42,8.09,26280936
2067,5,1,2,18,5.45,14474041
2535,4,1,1,15,4.36,15996668
500,5,1,3,40,2.67,4268907
3498,2,4,1,22,8.8,22151209
556,5,3,1,10,9.13,8731197
4047,2,4,3,15,5.67,23734819
4942,4,1,1,28,9.29,28726681
2541,4,1,1,37,5.18,14984518
3475,1,4,2,48,1.97,17281211
3906,4,1,2,47,1.15,18997937
3636,3,3,1,19,2.16,20543979
713,5,2,3,20,6.6,8274228
2314,5,4,1,27,3.89,13873054
1681,2,2,1,49,6.83,9721184
1398,4,2,1,32,5.57,10036632
3726,1,2,2,49,4.0,18707022
3955,1,4,3,39,2.97,21076798
1209,1,1,3,25,1.73,7357836
487,3,3,3,9,8.04,7420212
4344,4,1,2,33,8.37,25948862
4056,1,3,2,8,5.87,23675326
2315,3,1,1,35,2.41,12374129
2392,5,2,2,10,3.37,15716071
3944,2,2,1,9,9.6,25096185
2430,4,3,2,45,3.03,13085021
657,4,4,1,6,1.51,5579711
2722,5,1,2,37,5.95,15877545
4557,4,2,3,15,3.36,26767284
4845,4,3,1,25,9.62,29055300
1797,4,1,2,31,6.17,11753610
2458,4,3,2,30,9.69,17412072
2855,3,4,1,31,8.07,17475350
2642,3,4,2,44,7.51,16326873
3251,2,1,3,11,8.47,20846552
1538,4,4,1,26,6.44,11130024
1273,5,1,1,21,1.1,7526963
4265,1,1,1,14,4.53,23398414
1350,2,4,1,7,2.97,9392655
4001,1,3,1,3,4.91,23109377
3080,1,3,3,7,5.23,18245347
1888,4,1,1,22,2.15,10499659
4178,5,2,3,15,1.21,24103246
2668,1,1,3,47,2.24,12680783
